severity,market,year,check,detail,n,sample
WARN,GC,2019,volume_mad_z_gt_25,extreme volume spike,902.0,"[{""ts_event"":""2019-01-02T14:21:00.000Z"",""open"":1285.5,""high"":1285.5,""low"":1283.0,""close"":1285.4,""volume"":3116.0},{""ts_event"":""2019-01-03T15:00:00.000Z"",""open"":1289.7,""high"":1293.3,""low"":1289.7,""close"":1292.5,""volume"":4290.0},{""ts_event"":""2019-01-03T18:29:00.000Z"",""open"":1294.3,""high"":1295.1,""low"":1294.3,""close"":1294.8,""volume"":2737.0},{""ts_event"":""2019-01-04T13:30:00.000Z"",""open"":1292.1,""high"":1292.1,""low"":1287.5,""close"":1288.3,""volume"":5438.0},{""ts_event"":""2019-01-04T14:46:00.000Z"",""open"":1280.6,""high"":1281.4,""low"":1279.6,""close"":1280.2,""volume"":2800.0}]"
WARN,GC,2019,dollar_volume_mad_z_gt_25,extreme price*volume spike,985.0,"[{""ts_event"":""2019-01-02T14:21:00.000Z"",""open"":1285.5,""high"":1285.5,""low"":1283.0,""close"":1285.4,""volume"":3116.0},{""ts_event"":""2019-01-03T15:00:00.000Z"",""open"":1289.7,""high"":1293.3,""low"":1289.7,""close"":1292.5,""volume"":4290.0},{""ts_event"":""2019-01-04T13:30:00.000Z"",""open"":1292.1,""high"":1292.1,""low"":1287.5,""close"":1288.3,""volume"":5438.0},{""ts_event"":""2019-01-07T13:19:00.000Z"",""open"":1294.1,""high"":1297.0,""low"":1294.1,""close"":1295.6,""volume"":3094.0},{""ts_event"":""2019-01-09T14:35:00.000Z"",""open"":1287.1,""high"":1289.0,""low"":1287.0,""close"":1288.2,""volume"":3123.0}]"
WARN,GC,2020,zero_range,high == low bars,4555.0,"[{""ts_event"":""2020-01-02T00:41:00.000Z"",""open"":1521.5,""high"":1521.5,""low"":1521.5,""close"":1521.5,""volume"":18.0},{""ts_event"":""2020-01-02T02:24:00.000Z"",""open"":1522.1,""high"":1522.1,""low"":1522.1,""close"":1522.1,""volume"":14.0},{""ts_event"":""2020-01-02T02:26:00.000Z"",""open"":1522.0,""high"":1522.0,""low"":1522.0,""close"":1522.0,""volume"":28.0},{""ts_event"":""2020-01-02T03:37:00.000Z"",""open"":1522.8,""high"":1522.8,""low"":1522.8,""close"":1522.8,""volume"":1.0},{""ts_event"":""2020-01-02T03:50:00.000Z"",""open"":1522.8,""high"":1522.8,""low"":1522.8,""close"":1522.8,""volume"":21.0}]"
WARN,GC,2020,timestamp_gaps_gt_1min,raw timestamp gaps detected on duplicate-free timestamps; validate against session calendar before treating as missing data,1409.0,"[{""ts_event"":""2020-01-02T04:27:00.000Z"",""prev_ts"":""2020-01-02T04:25:00.000"",""gap_minutes"":2.0,""market"":""GC"",""year"":2020},{""ts_event"":""2020-01-02T23:00:00.000Z"",""prev_ts"":""2020-01-02T21:59:00.000"",""gap_minutes"":61.0,""market"":""GC"",""year"":2020},{""ts_event"":""2020-01-05T23:00:00.000Z"",""prev_ts"":""2020-01-03T21:59:00.000"",""gap_minutes"":2941.0,""market"":""GC"",""year"":2020},{""ts_event"":""2020-01-06T23:00:00.000Z"",""prev_ts"":""2020-01-06T21:59:00.000"",""gap_minutes"":61.0,""market"":""GC"",""year"":2020},{""ts_event"":""2020-01-07T23:00:00.000Z"",""prev_ts"":""2020-01-07T21:59:00.000"",""gap_minutes"":61.0,""market"":""GC"",""year"":2020}]"
WARN,GC,2020,abs_close_return_gt_2pct,large 1-minute close-to-close move,1.0,"[{""ts_event"":""2020-03-01T23:00:00.000Z"",""open"":1592.8,""high"":1594.3,""low"":1590.0,""close"":1591.1,""volume"":1381.0}]"
WARN,GC,2020,volume_mad_z_gt_25,extreme volume spike,518.0,"[{""ts_event"":""2020-01-02T13:51:00.000Z"",""open"":1528.8,""high"":1529.9,""low"":1528.5,""close"":1529.6,""volume"":2426.0},{""ts_event"":""2020-01-03T15:00:00.000Z"",""open"":1548.6,""high"":1552.8,""low"":1548.6,""close"":1551.4,""volume"":7454.0},{""ts_event"":""2020-01-03T15:01:00.000Z"",""open"":1551.3,""high"":1551.3,""low"":1549.3,""close"":1550.6,""volume"":3053.0},{""ts_event"":""2020-01-05T23:00:00.000Z"",""open"":1562.7,""high"":1569.9,""low"":1562.3,""close"":1569.1,""volume"":3558.0},{""ts_event"":""2020-01-05T23:01:00.000Z"",""open"":1569.6,""high"":1590.9,""low"":1569.0,""close"":1587.0,""volume"":4815.0}]"
WARN,GC,2020,dollar_volume_mad_z_gt_25,extreme price*volume spike,538.0,"[{""ts_event"":""2020-01-03T15:00:00.000Z"",""open"":1548.6,""high"":1552.8,""low"":1548.6,""close"":1551.4,""volume"":7454.0},{""ts_event"":""2020-01-03T15:01:00.000Z"",""open"":1551.3,""high"":1551.3,""low"":1549.3,""close"":1550.6,""volume"":3053.0},{""ts_event"":""2020-01-05T23:00:00.000Z"",""open"":1562.7,""high"":1569.9,""low"":1562.3,""close"":1569.1,""volume"":3558.0},{""ts_event"":""2020-01-05T23:01:00.000Z"",""open"":1569.6,""high"":1590.9,""low"":1569.0,""close"":1587.0,""volume"":4815.0},{""ts_event"":""2020-01-06T15:22:00.000Z"",""open"":1575.3,""high"":1575.3,""low"":1573.1,""close"":1573.9,""volume"":2775.0}]"
WARN,GC,2021,zero_range,high == low bars,10245.0,"[{""ts_event"":""2021-01-04T21:15:00.000Z"",""open"":1946.2,""high"":1946.2,""low"":1946.2,""close"":1946.2,""volume"":9.0},{""ts_event"":""2021-01-04T21:26:00.000Z"",""open"":1946.5,""high"":1946.5,""low"":1946.5,""close"":1946.5,""volume"":2.0},{""ts_event"":""2021-01-04T21:47:00.000Z"",""open"":1946.6,""high"":1946.6,""low"":1946.6,""close"":1946.6,""volume"":3.0},{""ts_event"":""2021-01-05T02:21:00.000Z"",""open"":1941.3,""high"":1941.3,""low"":1941.3,""close"":1941.3,""volume"":8.0},{""ts_event"":""2021-01-05T08:57:00.000Z"",""open"":1945.3,""high"":1945.3,""low"":1945.3,""close"":1945.3,""volume"":10.0}]"
WARN,GC,2021,timestamp_gaps_gt_1min,raw timestamp gaps detected on duplicate-free timestamps; validate against session calendar before treating as missing data,2178.0,"[{""ts_event"":""2021-01-04T23:00:00.000Z"",""prev_ts"":""2021-01-04T21:59:00.000"",""gap_minutes"":61.0,""market"":""GC"",""year"":2021},{""ts_event"":""2021-01-05T23:00:00.000Z"",""prev_ts"":""2021-01-05T21:59:00.000"",""gap_minutes"":61.0,""market"":""GC"",""year"":2021},{""ts_event"":""2021-01-06T23:00:00.000Z"",""prev_ts"":""2021-01-06T21:59:00.000"",""gap_minutes"":61.0,""market"":""GC"",""year"":2021},{""ts_event"":""2021-01-07T23:00:00.000Z"",""prev_ts"":""2021-01-07T21:59:00.000"",""gap_minutes"":61.0,""market"":""GC"",""year"":2021},{""ts_event"":""2021-01-07T23:59:00.000Z"",""prev_ts"":""2021-01-07T23:57:00.000"",""gap_minutes"":2.0,""market"":""GC"",""year"":2021}]"
WARN,GC,2021,hl_range_gt_2pct,large 1-minute high-low range,1.0,"[{""ts_event"":""2021-08-08T22:57:00.000Z"",""open"":1719.9,""high"":1720.7,""low"":1677.9,""close"":1703.4,""volume"":3220.0}]"
WARN,GC,2021,volume_mad_z_gt_25,extreme volume spike,978.0,"[{""ts_event"":""2021-01-03T23:00:00.000Z"",""open"":1908.2,""high"":1917.6,""low"":1906.1,""close"":1915.3,""volume"":3423.0},{""ts_event"":""2021-01-04T01:00:00.000Z"",""open"":1917.9,""high"":1920.1,""low"":1917.3,""close"":1917.9,""volume"":1772.0},{""ts_event"":""2021-01-04T15:08:00.000Z"",""open"":1945.2,""high"":1945.3,""low"":1941.1,""close"":1942.2,""volume"":1726.0},{""ts_event"":""2021-01-04T15:09:00.000Z"",""open"":1942.2,""high"":1942.7,""low"":1938.0,""close"":1938.2,""volume"":1790.0},{""ts_event"":""2021-01-04T15:18:00.000Z"",""open"":1935.3,""high"":1935.3,""low"":1933.0,""close"":1935.0,""volume"":1763.0}]"
WARN,GC,2021,dollar_volume_mad_z_gt_25,extreme price*volume spike,980.0,"[{""ts_event"":""2021-01-03T23:00:00.000Z"",""open"":1908.2,""high"":1917.6,""low"":1906.1,""close"":1915.3,""volume"":3423.0},{""ts_event"":""2021-01-04T01:00:00.000Z"",""open"":1917.9,""high"":1920.1,""low"":1917.3,""close"":1917.9,""volume"":1772.0},{""ts_event"":""2021-01-04T15:08:00.000Z"",""open"":1945.2,""high"":1945.3,""low"":1941.1,""close"":1942.2,""volume"":1726.0},{""ts_event"":""2021-01-04T15:09:00.000Z"",""open"":1942.2,""high"":1942.7,""low"":1938.0,""close"":1938.2,""volume"":1790.0},{""ts_event"":""2021-01-04T15:18:00.000Z"",""open"":1935.3,""high"":1935.3,""low"":1933.0,""close"":1935.0,""volume"":1763.0}]"
WARN,GC,2022,zero_range,high == low bars,9198.0,"[{""ts_event"":""2022-01-02T23:29:00.000Z"",""open"":1830.3,""high"":1830.3,""low"":1830.3,""close"":1830.3,""volume"":4.0},{""ts_event"":""2022-01-02T23:47:00.000Z"",""open"":1829.1,""high"":1829.1,""low"":1829.1,""close"":1829.1,""volume"":7.0},{""ts_event"":""2022-01-02T23:51:00.000Z"",""open"":1829.2,""high"":1829.2,""low"":1829.2,""close"":1829.2,""volume"":2.0},{""ts_event"":""2022-01-02T23:56:00.000Z"",""open"":1829.3,""high"":1829.3,""low"":1829.3,""close"":1829.3,""volume"":3.0},{""ts_event"":""2022-01-03T02:22:00.000Z"",""open"":1828.1,""high"":1828.1,""low"":1828.1,""close"":1828.1,""volume"":4.0}]"
WARN,GC,2022,timestamp_gaps_gt_1min,raw timestamp gaps detected on duplicate-free timestamps; validate against session calendar before treating as missing data,2284.0,"[{""ts_event"":""2022-01-02T23:54:00.000Z"",""prev_ts"":""2022-01-02T23:52:00.000"",""gap_minutes"":2.0,""market"":""GC"",""year"":2022},{""ts_event"":""2022-01-03T04:37:00.000Z"",""prev_ts"":""2022-01-03T04:35:00.000"",""gap_minutes"":2.0,""market"":""GC"",""year"":2022},{""ts_event"":""2022-01-03T05:52:00.000Z"",""prev_ts"":""2022-01-03T05:50:00.000"",""gap_minutes"":2.0,""market"":""GC"",""year"":2022},{""ts_event"":""2022-01-03T23:00:00.000Z"",""prev_ts"":""2022-01-03T21:59:00.000"",""gap_minutes"":61.0,""market"":""GC"",""year"":2022},{""ts_event"":""2022-01-03T23:21:00.000Z"",""prev_ts"":""2022-01-03T23:19:00.000"",""gap_minutes"":2.0,""market"":""GC"",""year"":2022}]"
WARN,GC,2022,volume_mad_z_gt_25,extreme volume spike,803.0,"[{""ts_event"":""2022-01-03T13:11:00.000Z"",""open"":1817.0,""high"":1817.1,""low"":1813.6,""close"":1814.5,""volume"":1700.0},{""ts_event"":""2022-01-03T13:33:00.000Z"",""open"":1810.9,""high"":1810.9,""low"":1808.1,""close"":1810.4,""volume"":1907.0},{""ts_event"":""2022-01-03T14:33:00.000Z"",""open"":1807.2,""high"":1807.2,""low"":1804.5,""close"":1805.1,""volume"":1744.0},{""ts_event"":""2022-01-04T14:00:00.000Z"",""open"":1807.3,""high"":1809.8,""low"":1807.2,""close"":1809.3,""volume"":1874.0},{""ts_event"":""2022-01-04T15:00:00.000Z"",""open"":1810.8,""high"":1813.1,""low"":1810.8,""close"":1812.4,""volume"":1713.0}]"
WARN,GC,2022,dollar_volume_mad_z_gt_25,extreme price*volume spike,804.0,"[{""ts_event"":""2022-01-03T13:11:00.000Z"",""open"":1817.0,""high"":1817.1,""low"":1813.6,""close"":1814.5,""volume"":1700.0},{""ts_event"":""2022-01-03T13:33:00.000Z"",""open"":1810.9,""high"":1810.9,""low"":1808.1,""close"":1810.4,""volume"":1907.0},{""ts_event"":""2022-01-03T14:33:00.000Z"",""open"":1807.2,""high"":1807.2,""low"":1804.5,""close"":1805.1,""volume"":1744.0},{""ts_event"":""2022-01-04T14:00:00.000Z"",""open"":1807.3,""high"":1809.8,""low"":1807.2,""close"":1809.3,""volume"":1874.0},{""ts_event"":""2022-01-04T15:00:00.000Z"",""open"":1810.8,""high"":1813.1,""low"":1810.8,""close"":1812.4,""volume"":1713.0}]"
WARN,GC,2023,zero_range,high == low bars,12109.0,"[{""ts_event"":""2023-01-03T21:19:00.000Z"",""open"":1845.0,""high"":1845.0,""low"":1845.0,""close"":1845.0,""volume"":1.0},{""ts_event"":""2023-01-03T21:23:00.000Z"",""open"":1844.9,""high"":1844.9,""low"":1844.9,""close"":1844.9,""volume"":5.0},{""ts_event"":""2023-01-03T21:28:00.000Z"",""open"":1845.1,""high"":1845.1,""low"":1845.1,""close"":1845.1,""volume"":7.0},{""ts_event"":""2023-01-03T21:33:00.000Z"",""open"":1845.4,""high"":1845.4,""low"":1845.4,""close"":1845.4,""volume"":6.0},{""ts_event"":""2023-01-03T21:51:00.000Z"",""open"":1845.7,""high"":1845.7,""low"":1845.7,""close"":1845.7,""volume"":2.0}]"
WARN,GC,2023,timestamp_gaps_gt_1min,raw timestamp gaps detected on duplicate-free timestamps; validate against session calendar before treating as missing data,2849.0,"[{""ts_event"":""2023-01-03T23:00:00.000Z"",""prev_ts"":""2023-01-03T21:59:00.000"",""gap_minutes"":61.0,""market"":""GC"",""year"":2023},{""ts_event"":""2023-01-04T21:49:00.000Z"",""prev_ts"":""2023-01-04T21:47:00.000"",""gap_minutes"":2.0,""market"":""GC"",""year"":2023},{""ts_event"":""2023-01-04T21:59:00.000Z"",""prev_ts"":""2023-01-04T21:57:00.000"",""gap_minutes"":2.0,""market"":""GC"",""year"":2023},{""ts_event"":""2023-01-04T23:00:00.000Z"",""prev_ts"":""2023-01-04T21:59:00.000"",""gap_minutes"":61.0,""market"":""GC"",""year"":2023},{""ts_event"":""2023-01-05T21:39:00.000Z"",""prev_ts"":""2023-01-05T21:37:00.000"",""gap_minutes"":2.0,""market"":""GC"",""year"":2023}]"
WARN,GC,2023,volume_mad_z_gt_25,extreme volume spike,1045.0,"[{""ts_event"":""2023-01-03T10:31:00.000Z"",""open"":1843.5,""high"":1843.7,""low"":1840.4,""close"":1840.6,""volume"":1820.0},{""ts_event"":""2023-01-03T14:32:00.000Z"",""open"":1847.9,""high"":1851.0,""low"":1847.9,""close"":1851.0,""volume"":1655.0},{""ts_event"":""2023-01-03T18:29:00.000Z"",""open"":1845.4,""high"":1846.5,""low"":1845.4,""close"":1846.4,""volume"":2029.0},{""ts_event"":""2023-01-04T07:11:00.000Z"",""open"":1855.6,""high"":1858.3,""low"":1855.6,""close"":1857.4,""volume"":1633.0},{""ts_event"":""2023-01-04T08:16:00.000Z"",""open"":1866.2,""high"":1869.5,""low"":1866.2,""close"":1867.7,""volume"":1565.0}]"
WARN,GC,2023,dollar_volume_mad_z_gt_25,extreme price*volume spike,1062.0,"[{""ts_event"":""2023-01-03T10:31:00.000Z"",""open"":1843.5,""high"":1843.7,""low"":1840.4,""close"":1840.6,""volume"":1820.0},{""ts_event"":""2023-01-03T14:32:00.000Z"",""open"":1847.9,""high"":1851.0,""low"":1847.9,""close"":1851.0,""volume"":1655.0},{""ts_event"":""2023-01-03T18:29:00.000Z"",""open"":1845.4,""high"":1846.5,""low"":1845.4,""close"":1846.4,""volume"":2029.0},{""ts_event"":""2023-01-04T07:11:00.000Z"",""open"":1855.6,""high"":1858.3,""low"":1855.6,""close"":1857.4,""volume"":1633.0},{""ts_event"":""2023-01-04T15:00:00.000Z"",""open"":1862.9,""high"":1862.9,""low"":1858.3,""close"":1861.9,""volume"":2073.0}]"
WARN,GC,2024,zero_range,high == low bars,7220.0,"[{""ts_event"":""2024-01-01T23:43:00.000Z"",""open"":2073.8,""high"":2073.8,""low"":2073.8,""close"":2073.8,""volume"":6.0},{""ts_event"":""2024-01-01T23:44:00.000Z"",""open"":2073.7,""high"":2073.7,""low"":2073.7,""close"":2073.7,""volume"":9.0},{""ts_event"":""2024-01-01T23:47:00.000Z"",""open"":2073.5,""high"":2073.5,""low"":2073.5,""close"":2073.5,""volume"":3.0},{""ts_event"":""2024-01-02T00:37:00.000Z"",""open"":2072.5,""high"":2072.5,""low"":2072.5,""close"":2072.5,""volume"":1.0},{""ts_event"":""2024-01-02T00:40:00.000Z"",""open"":2072.7,""high"":2072.7,""low"":2072.7,""close"":2072.7,""volume"":4.0}]"
WARN,GC,2024,timestamp_gaps_gt_1min,raw timestamp gaps detected on duplicate-free timestamps; validate against session calendar before treating as missing data,2143.0,"[{""ts_event"":""2024-01-02T23:00:00.000Z"",""prev_ts"":""2024-01-02T21:59:00.000"",""gap_minutes"":61.0,""market"":""GC"",""year"":2024},{""ts_event"":""2024-01-03T04:11:00.000Z"",""prev_ts"":""2024-01-03T04:09:00.000"",""gap_minutes"":2.0,""market"":""GC"",""year"":2024},{""ts_event"":""2024-01-03T21:40:00.000Z"",""prev_ts"":""2024-01-03T21:38:00.000"",""gap_minutes"":2.0,""market"":""GC"",""year"":2024},{""ts_event"":""2024-01-03T23:00:00.000Z"",""prev_ts"":""2024-01-03T21:59:00.000"",""gap_minutes"":61.0,""market"":""GC"",""year"":2024},{""ts_event"":""2024-01-04T19:27:00.000Z"",""prev_ts"":""2024-01-04T19:25:00.000"",""gap_minutes"":2.0,""market"":""GC"",""year"":2024}]"
WARN,GC,2024,volume_mad_z_gt_25,extreme volume spike,708.0,"[{""ts_event"":""2024-01-02T15:37:00.000Z"",""open"":2071.4,""high"":2071.5,""low"":2064.3,""close"":2066.6,""volume"":3534.0},{""ts_event"":""2024-01-03T13:47:00.000Z"",""open"":2049.6,""high"":2049.6,""low"":2047.1,""close"":2047.4,""volume"":1771.0},{""ts_event"":""2024-01-03T15:00:00.000Z"",""open"":2045.5,""high"":2052.9,""low"":2043.3,""close"":2050.5,""volume"":2960.0},{""ts_event"":""2024-01-03T15:03:00.000Z"",""open"":2053.1,""high"":2055.9,""low"":2052.8,""close"":2055.9,""volume"":1737.0},{""ts_event"":""2024-01-05T13:30:00.000Z"",""open"":2045.8,""high"":2045.9,""low"":2034.2,""close"":2034.2,""volume"":4486.0}]"
WARN,GC,2024,dollar_volume_mad_z_gt_25,extreme price*volume spike,678.0,"[{""ts_event"":""2024-01-02T15:37:00.000Z"",""open"":2071.4,""high"":2071.5,""low"":2064.3,""close"":2066.6,""volume"":3534.0},{""ts_event"":""2024-01-03T15:00:00.000Z"",""open"":2045.5,""high"":2052.9,""low"":2043.3,""close"":2050.5,""volume"":2960.0},{""ts_event"":""2024-01-05T13:30:00.000Z"",""open"":2045.8,""high"":2045.9,""low"":2034.2,""close"":2034.2,""volume"":4486.0},{""ts_event"":""2024-01-05T13:31:00.000Z"",""open"":2034.2,""high"":2034.3,""low"":2030.8,""close"":2031.0,""volume"":2752.0},{""ts_event"":""2024-01-05T13:32:00.000Z"",""open"":2031.1,""high"":2034.4,""low"":2031.1,""close"":2033.2,""volume"":2086.0}]"
WARN,GC,2025,zero_range,high == low bars,2737.0,"[{""ts_event"":""2025-01-01T23:15:00.000Z"",""open"":2639.8,""high"":2639.8,""low"":2639.8,""close"":2639.8,""volume"":2.0},{""ts_event"":""2025-01-01T23:27:00.000Z"",""open"":2638.7,""high"":2638.7,""low"":2638.7,""close"":2638.7,""volume"":1.0},{""ts_event"":""2025-01-02T03:56:00.000Z"",""open"":2644.6,""high"":2644.6,""low"":2644.6,""close"":2644.6,""volume"":4.0},{""ts_event"":""2025-01-02T04:20:00.000Z"",""open"":2644.6,""high"":2644.6,""low"":2644.6,""close"":2644.6,""volume"":1.0},{""ts_event"":""2025-01-02T04:40:00.000Z"",""open"":2644.2,""high"":2644.2,""low"":2644.2,""close"":2644.2,""volume"":3.0}]"
WARN,GC,2025,timestamp_gaps_gt_1min,raw timestamp gaps detected on duplicate-free timestamps; validate against session calendar before treating as missing data,1633.0,"[{""ts_event"":""2025-01-02T23:00:00.000Z"",""prev_ts"":""2025-01-02T21:59:00.000"",""gap_minutes"":61.0,""market"":""GC"",""year"":2025},{""ts_event"":""2025-01-03T04:44:00.000Z"",""prev_ts"":""2025-01-03T04:42:00.000"",""gap_minutes"":2.0,""market"":""GC"",""year"":2025},{""ts_event"":""2025-01-05T23:00:00.000Z"",""prev_ts"":""2025-01-03T21:59:00.000"",""gap_minutes"":2941.0,""market"":""GC"",""year"":2025},{""ts_event"":""2025-01-06T21:35:00.000Z"",""prev_ts"":""2025-01-06T21:33:00.000"",""gap_minutes"":2.0,""market"":""GC"",""year"":2025},{""ts_event"":""2025-01-06T21:53:00.000Z"",""prev_ts"":""2025-01-06T21:51:00.000"",""gap_minutes"":2.0,""market"":""GC"",""year"":2025}]"
WARN,GC,2025,volume_mad_z_gt_25,extreme volume spike,284.0,"[{""ts_event"":""2025-01-07T13:20:00.000Z"",""open"":2670.9,""high"":2674.0,""low"":2670.5,""close"":2673.2,""volume"":3061.0},{""ts_event"":""2025-01-09T11:27:00.000Z"",""open"":2683.9,""high"":2687.7,""low"":2683.9,""close"":2686.4,""volume"":2303.0},{""ts_event"":""2025-01-10T13:30:00.000Z"",""open"":2703.2,""high"":2704.0,""low"":2690.5,""close"":2694.3,""volume"":4022.0},{""ts_event"":""2025-01-10T13:31:00.000Z"",""open"":2694.1,""high"":2694.7,""low"":2689.2,""close"":2693.0,""volume"":3743.0},{""ts_event"":""2025-01-14T13:38:00.000Z"",""open"":2676.9,""high"":2677.3,""low"":2672.0,""close"":2672.4,""volume"":2073.0}]"
WARN,GC,2025,dollar_volume_mad_z_gt_25,extreme price*volume spike,341.0,"[{""ts_event"":""2025-01-07T13:20:00.000Z"",""open"":2670.9,""high"":2674.0,""low"":2670.5,""close"":2673.2,""volume"":3061.0},{""ts_event"":""2025-01-10T13:30:00.000Z"",""open"":2703.2,""high"":2704.0,""low"":2690.5,""close"":2694.3,""volume"":4022.0},{""ts_event"":""2025-01-10T13:31:00.000Z"",""open"":2694.1,""high"":2694.7,""low"":2689.2,""close"":2693.0,""volume"":3743.0},{""ts_event"":""2025-01-15T14:54:00.000Z"",""open"":2706.2,""high"":2707.4,""low"":2706.0,""close"":2706.9,""volume"":2915.0},{""ts_event"":""2025-01-20T13:37:00.000Z"",""open"":2733.2,""high"":2734.2,""low"":2722.8,""close"":2728.4,""volume"":2739.0}]"
WARN,GC,2026,zero_range,high == low bars,771.0,"[{""ts_event"":""2026-01-02T21:37:00.000Z"",""open"":4338.9,""high"":4338.9,""low"":4338.9,""close"":4338.9,""volume"":2.0},{""ts_event"":""2026-01-07T21:32:00.000Z"",""open"":4463.5,""high"":4463.5,""low"":4463.5,""close"":4463.5,""volume"":3.0},{""ts_event"":""2026-01-09T03:49:00.000Z"",""open"":4474.3,""high"":4474.3,""low"":4474.3,""close"":4474.3,""volume"":2.0},{""ts_event"":""2026-01-09T03:53:00.000Z"",""open"":4473.8,""high"":4473.8,""low"":4473.8,""close"":4473.8,""volume"":1.0},{""ts_event"":""2026-01-09T05:14:00.000Z"",""open"":4472.4,""high"":4472.4,""low"":4472.4,""close"":4472.4,""volume"":1.0}]"
WARN,GC,2026,timestamp_gaps_gt_1min,raw timestamp gaps detected on duplicate-free timestamps; validate against session calendar before treating as missing data,520.0,"[{""ts_event"":""2026-01-04T23:00:00.000Z"",""prev_ts"":""2026-01-02T21:59:00.000"",""gap_minutes"":2941.0,""market"":""GC"",""year"":2026},{""ts_event"":""2026-01-05T23:00:00.000Z"",""prev_ts"":""2026-01-05T21:59:00.000"",""gap_minutes"":61.0,""market"":""GC"",""year"":2026},{""ts_event"":""2026-01-06T23:00:00.000Z"",""prev_ts"":""2026-01-06T21:59:00.000"",""gap_minutes"":61.0,""market"":""GC"",""year"":2026},{""ts_event"":""2026-01-07T23:00:00.000Z"",""prev_ts"":""2026-01-07T21:59:00.000"",""gap_minutes"":61.0,""market"":""GC"",""year"":2026},{""ts_event"":""2026-01-08T23:00:00.000Z"",""prev_ts"":""2026-01-08T21:59:00.000"",""gap_minutes"":61.0,""market"":""GC"",""year"":2026}]"
WARN,GC,2026,abs_close_return_gt_2pct,large 1-minute close-to-close move,1.0,"[{""ts_event"":""2026-02-01T23:00:00.000Z"",""open"":4816.0,""high"":4824.9,""low"":4780.4,""close"":4803.1,""volume"":1005.0}]"
WARN,GC,2026,hl_range_gt_2pct,large 1-minute high-low range,1.0,"[{""ts_event"":""2026-01-29T15:27:00.000Z"",""open"":5252.4,""high"":5252.4,""low"":5131.5,""close"":5131.5,""volume"":146.0}]"
WARN,GC,2026,volume_mad_z_gt_25,extreme volume spike,98.0,"[{""ts_event"":""2026-01-08T18:29:00.000Z"",""open"":4459.3,""high"":4462.0,""low"":4458.9,""close"":4461.2,""volume"":1856.0},{""ts_event"":""2026-01-12T18:29:00.000Z"",""open"":4614.6,""high"":4615.7,""low"":4613.4,""close"":4615.3,""volume"":1878.0},{""ts_event"":""2026-01-13T20:34:00.000Z"",""open"":4584.6,""high"":4585.1,""low"":4578.5,""close"":4580.0,""volume"":1682.0},{""ts_event"":""2026-01-14T18:29:00.000Z"",""open"":4636.4,""high"":4637.1,""low"":4634.5,""close"":4635.4,""volume"":2362.0},{""ts_event"":""2026-01-14T20:02:00.000Z"",""open"":4648.4,""high"":4648.4,""low"":4634.3,""close"":4638.7,""volume"":2034.0}]"
WARN,GC,2026,dollar_volume_mad_z_gt_25,extreme price*volume spike,101.0,"[{""ts_event"":""2026-01-08T18:29:00.000Z"",""open"":4459.3,""high"":4462.0,""low"":4458.9,""close"":4461.2,""volume"":1856.0},{""ts_event"":""2026-01-12T18:29:00.000Z"",""open"":4614.6,""high"":4615.7,""low"":4613.4,""close"":4615.3,""volume"":1878.0},{""ts_event"":""2026-01-14T18:29:00.000Z"",""open"":4636.4,""high"":4637.1,""low"":4634.5,""close"":4635.4,""volume"":2362.0},{""ts_event"":""2026-01-14T20:02:00.000Z"",""open"":4648.4,""high"":4648.4,""low"":4634.3,""close"":4638.7,""volume"":2034.0},{""ts_event"":""2026-01-16T13:20:00.000Z"",""open"":4591.2,""high"":4593.0,""low"":4586.0,""close"":4591.3,""volume"":1918.0}]"
WARN,HG,2010,zero_range,high == low bars,37119.0,"[{""ts_event"":""2010-06-07T00:07:00.000Z"",""open"":2.8015,""high"":2.8015,""low"":2.8015,""close"":2.8015,""volume"":2.0},{""ts_event"":""2010-06-07T00:10:00.000Z"",""open"":2.7935,""high"":2.7935,""low"":2.7935,""close"":2.7935,""volume"":9.0},{""ts_event"":""2010-06-07T00:23:00.000Z"",""open"":2.7885,""high"":2.7885,""low"":2.7885,""close"":2.7885,""volume"":1.0},{""ts_event"":""2010-06-07T01:00:00.000Z"",""open"":2.762,""high"":2.762,""low"":2.762,""close"":2.762,""volume"":1.0},{""ts_event"":""2010-06-07T01:16:00.000Z"",""open"":2.751,""high"":2.751,""low"":2.751,""close"":2.751,""volume"":1.0}]"
WARN,HG,2010,timestamp_gaps_gt_1min,raw timestamp gaps detected on duplicate-free timestamps; validate against session calendar before treating as missing data,19918.0,"[{""ts_event"":""2010-06-07T00:06:00.000Z"",""prev_ts"":""2010-06-07T00:04:00.000"",""gap_minutes"":2.0,""market"":""HG"",""year"":2010},{""ts_event"":""2010-06-07T00:23:00.000Z"",""prev_ts"":""2010-06-07T00:21:00.000"",""gap_minutes"":2.0,""market"":""HG"",""year"":2010},{""ts_event"":""2010-06-07T01:22:00.000Z"",""prev_ts"":""2010-06-07T01:20:00.000"",""gap_minutes"":2.0,""market"":""HG"",""year"":2010},{""ts_event"":""2010-06-07T01:35:00.000Z"",""prev_ts"":""2010-06-07T01:33:00.000"",""gap_minutes"":2.0,""market"":""HG"",""year"":2010},{""ts_event"":""2010-06-07T01:37:00.000Z"",""prev_ts"":""2010-06-07T01:35:00.000"",""gap_minutes"":2.0,""market"":""HG"",""year"":2010}]"
