severity,market,year,check,detail,n,sample
WARN,NQ,2016,zero_range,high == low bars,31188.0,"[{""ts_event"":""2016-01-03T23:25:00.000Z"",""open"":4604.25,""high"":4604.25,""low"":4604.25,""close"":4604.25,""volume"":1.0},{""ts_event"":""2016-01-03T23:26:00.000Z"",""open"":4603.5,""high"":4603.5,""low"":4603.5,""close"":4603.5,""volume"":2.0},{""ts_event"":""2016-01-03T23:27:00.000Z"",""open"":4603.25,""high"":4603.25,""low"":4603.25,""close"":4603.25,""volume"":1.0},{""ts_event"":""2016-01-03T23:30:00.000Z"",""open"":4603.0,""high"":4603.0,""low"":4603.0,""close"":4603.0,""volume"":2.0},{""ts_event"":""2016-01-03T23:31:00.000Z"",""open"":4603.0,""high"":4603.0,""low"":4603.0,""close"":4603.0,""volume"":3.0}]"
WARN,NQ,2016,timestamp_gaps_gt_1min,raw timestamp gaps detected on duplicate-free timestamps; validate against session calendar before treating as missing data,10926.0,"[{""ts_event"":""2016-01-03T23:23:00.000Z"",""prev_ts"":""2016-01-03T23:21:00.000"",""gap_minutes"":2.0,""market"":""NQ"",""year"":2016},{""ts_event"":""2016-01-04T00:19:00.000Z"",""prev_ts"":""2016-01-04T00:17:00.000"",""gap_minutes"":2.0,""market"":""NQ"",""year"":2016},{""ts_event"":""2016-01-04T00:21:00.000Z"",""prev_ts"":""2016-01-04T00:19:00.000"",""gap_minutes"":2.0,""market"":""NQ"",""year"":2016},{""ts_event"":""2016-01-04T01:29:00.000Z"",""prev_ts"":""2016-01-04T01:27:00.000"",""gap_minutes"":2.0,""market"":""NQ"",""year"":2016},{""ts_event"":""2016-01-04T06:43:00.000Z"",""prev_ts"":""2016-01-04T06:41:00.000"",""gap_minutes"":2.0,""market"":""NQ"",""year"":2016}]"
WARN,NQ,2016,volume_mad_z_gt_25,extreme volume spike,4663.0,"[{""ts_event"":""2016-01-04T14:30:00.000Z"",""open"":4485.25,""high"":4486.25,""low"":4474.5,""close"":4476.0,""volume"":5588.0},{""ts_event"":""2016-01-04T14:31:00.000Z"",""open"":4476.0,""high"":4476.75,""low"":4469.5,""close"":4474.0,""volume"":4673.0},{""ts_event"":""2016-01-04T14:32:00.000Z"",""open"":4474.0,""high"":4480.5,""low"":4473.25,""close"":4479.25,""volume"":2279.0},{""ts_event"":""2016-01-04T14:33:00.000Z"",""open"":4479.5,""high"":4479.5,""low"":4473.5,""close"":4477.0,""volume"":1610.0},{""ts_event"":""2016-01-04T14:34:00.000Z"",""open"":4477.0,""high"":4477.25,""low"":4471.0,""close"":4473.0,""volume"":1474.0}]"
WARN,NQ,2016,dollar_volume_mad_z_gt_25,extreme price*volume spike,4452.0,"[{""ts_event"":""2016-01-04T14:30:00.000Z"",""open"":4485.25,""high"":4486.25,""low"":4474.5,""close"":4476.0,""volume"":5588.0},{""ts_event"":""2016-01-04T14:31:00.000Z"",""open"":4476.0,""high"":4476.75,""low"":4469.5,""close"":4474.0,""volume"":4673.0},{""ts_event"":""2016-01-04T14:32:00.000Z"",""open"":4474.0,""high"":4480.5,""low"":4473.25,""close"":4479.25,""volume"":2279.0},{""ts_event"":""2016-01-04T14:33:00.000Z"",""open"":4479.5,""high"":4479.5,""low"":4473.5,""close"":4477.0,""volume"":1610.0},{""ts_event"":""2016-01-04T14:35:00.000Z"",""open"":4473.25,""high"":4478.0,""low"":4472.75,""close"":4475.0,""volume"":2210.0}]"
WARN,NQ,2017,zero_range,high == low bars,34338.0,"[{""ts_event"":""2017-01-02T23:36:00.000Z"",""open"":4890.5,""high"":4890.5,""low"":4890.5,""close"":4890.5,""volume"":3.0},{""ts_event"":""2017-01-02T23:37:00.000Z"",""open"":4890.5,""high"":4890.5,""low"":4890.5,""close"":4890.5,""volume"":6.0},{""ts_event"":""2017-01-02T23:39:00.000Z"",""open"":4890.75,""high"":4890.75,""low"":4890.75,""close"":4890.75,""volume"":5.0},{""ts_event"":""2017-01-02T23:47:00.000Z"",""open"":4890.0,""high"":4890.0,""low"":4890.0,""close"":4890.0,""volume"":32.0},{""ts_event"":""2017-01-02T23:59:00.000Z"",""open"":4888.0,""high"":4888.0,""low"":4888.0,""close"":4888.0,""volume"":15.0}]"
WARN,NQ,2017,timestamp_gaps_gt_1min,raw timestamp gaps detected on duplicate-free timestamps; validate against session calendar before treating as missing data,6758.0,"[{""ts_event"":""2017-01-03T02:44:00.000Z"",""prev_ts"":""2017-01-03T02:42:00.000"",""gap_minutes"":2.0,""market"":""NQ"",""year"":2017},{""ts_event"":""2017-01-03T02:56:00.000Z"",""prev_ts"":""2017-01-03T02:54:00.000"",""gap_minutes"":2.0,""market"":""NQ"",""year"":2017},{""ts_event"":""2017-01-03T03:12:00.000Z"",""prev_ts"":""2017-01-03T03:10:00.000"",""gap_minutes"":2.0,""market"":""NQ"",""year"":2017},{""ts_event"":""2017-01-03T03:23:00.000Z"",""prev_ts"":""2017-01-03T03:21:00.000"",""gap_minutes"":2.0,""market"":""NQ"",""year"":2017},{""ts_event"":""2017-01-03T03:29:00.000Z"",""prev_ts"":""2017-01-03T03:27:00.000"",""gap_minutes"":2.0,""market"":""NQ"",""year"":2017}]"
WARN,NQ,2017,volume_mad_z_gt_25,extreme volume spike,8747.0,"[{""ts_event"":""2017-01-03T14:30:00.000Z"",""open"":4898.0,""high"":4900.0,""low"":4892.0,""close"":4894.0,""volume"":3366.0},{""ts_event"":""2017-01-03T14:34:00.000Z"",""open"":4895.5,""high"":4902.75,""low"":4895.5,""close"":4901.25,""volume"":1571.0},{""ts_event"":""2017-01-03T14:35:00.000Z"",""open"":4901.25,""high"":4905.5,""low"":4901.0,""close"":4904.0,""volume"":1974.0},{""ts_event"":""2017-01-03T14:36:00.000Z"",""open"":4903.75,""high"":4908.0,""low"":4903.75,""close"":4905.0,""volume"":1352.0},{""ts_event"":""2017-01-03T14:38:00.000Z"",""open"":4900.75,""high"":4901.0,""low"":4887.5,""close"":4892.75,""volume"":2562.0}]"
WARN,NQ,2017,dollar_volume_mad_z_gt_25,extreme price*volume spike,8972.0,"[{""ts_event"":""2017-01-03T14:30:00.000Z"",""open"":4898.0,""high"":4900.0,""low"":4892.0,""close"":4894.0,""volume"":3366.0},{""ts_event"":""2017-01-03T14:34:00.000Z"",""open"":4895.5,""high"":4902.75,""low"":4895.5,""close"":4901.25,""volume"":1571.0},{""ts_event"":""2017-01-03T14:35:00.000Z"",""open"":4901.25,""high"":4905.5,""low"":4901.0,""close"":4904.0,""volume"":1974.0},{""ts_event"":""2017-01-03T14:38:00.000Z"",""open"":4900.75,""high"":4901.0,""low"":4887.5,""close"":4892.75,""volume"":2562.0},{""ts_event"":""2017-01-03T15:02:00.000Z"",""open"":4903.0,""high"":4908.0,""low"":4902.75,""close"":4908.0,""volume"":1633.0}]"
WARN,NQ,2018,zero_range,high == low bars,4683.0,"[{""ts_event"":""2018-01-01T23:18:00.000Z"",""open"":6412.5,""high"":6412.5,""low"":6412.5,""close"":6412.5,""volume"":1.0},{""ts_event"":""2018-01-01T23:39:00.000Z"",""open"":6413.75,""high"":6413.75,""low"":6413.75,""close"":6413.75,""volume"":2.0},{""ts_event"":""2018-01-01T23:43:00.000Z"",""open"":6413.25,""high"":6413.25,""low"":6413.25,""close"":6413.25,""volume"":6.0},{""ts_event"":""2018-01-01T23:48:00.000Z"",""open"":6414.25,""high"":6414.25,""low"":6414.25,""close"":6414.25,""volume"":1.0},{""ts_event"":""2018-01-01T23:50:00.000Z"",""open"":6414.0,""high"":6414.0,""low"":6414.0,""close"":6414.0,""volume"":9.0}]"
WARN,NQ,2018,timestamp_gaps_gt_1min,raw timestamp gaps detected on duplicate-free timestamps; validate against session calendar before treating as missing data,1098.0,"[{""ts_event"":""2018-01-02T01:45:00.000Z"",""prev_ts"":""2018-01-02T01:43:00.000"",""gap_minutes"":2.0,""market"":""NQ"",""year"":2018},{""ts_event"":""2018-01-02T03:38:00.000Z"",""prev_ts"":""2018-01-02T03:36:00.000"",""gap_minutes"":2.0,""market"":""NQ"",""year"":2018},{""ts_event"":""2018-01-02T03:41:00.000Z"",""prev_ts"":""2018-01-02T03:39:00.000"",""gap_minutes"":2.0,""market"":""NQ"",""year"":2018},{""ts_event"":""2018-01-02T04:16:00.000Z"",""prev_ts"":""2018-01-02T04:14:00.000"",""gap_minutes"":2.0,""market"":""NQ"",""year"":2018},{""ts_event"":""2018-01-02T04:19:00.000Z"",""prev_ts"":""2018-01-02T04:17:00.000"",""gap_minutes"":2.0,""market"":""NQ"",""year"":2018}]"
WARN,NQ,2018,volume_mad_z_gt_25,extreme volume spike,4125.0,"[{""ts_event"":""2018-01-02T14:30:00.000Z"",""open"":6440.5,""high"":6445.0,""low"":6437.5,""close"":6441.75,""volume"":4838.0},{""ts_event"":""2018-01-02T14:31:00.000Z"",""open"":6441.75,""high"":6442.5,""low"":6433.25,""close"":6433.5,""volume"":3492.0},{""ts_event"":""2018-01-02T14:42:00.000Z"",""open"":6455.25,""high"":6461.0,""low"":6455.0,""close"":6458.75,""volume"":3381.0},{""ts_event"":""2018-01-02T14:45:00.000Z"",""open"":6459.75,""high"":6467.25,""low"":6459.75,""close"":6463.5,""volume"":3066.0},{""ts_event"":""2018-01-02T14:59:00.000Z"",""open"":6474.75,""high"":6482.25,""low"":6474.5,""close"":6480.75,""volume"":4481.0}]"
WARN,NQ,2018,dollar_volume_mad_z_gt_25,extreme price*volume spike,4016.0,"[{""ts_event"":""2018-01-02T14:30:00.000Z"",""open"":6440.5,""high"":6445.0,""low"":6437.5,""close"":6441.75,""volume"":4838.0},{""ts_event"":""2018-01-02T14:31:00.000Z"",""open"":6441.75,""high"":6442.5,""low"":6433.25,""close"":6433.5,""volume"":3492.0},{""ts_event"":""2018-01-02T14:42:00.000Z"",""open"":6455.25,""high"":6461.0,""low"":6455.0,""close"":6458.75,""volume"":3381.0},{""ts_event"":""2018-01-02T14:45:00.000Z"",""open"":6459.75,""high"":6467.25,""low"":6459.75,""close"":6463.5,""volume"":3066.0},{""ts_event"":""2018-01-02T14:59:00.000Z"",""open"":6474.75,""high"":6482.25,""low"":6474.5,""close"":6480.75,""volume"":4481.0}]"
WARN,NQ,2019,zero_range,high == low bars,2262.0,"[{""ts_event"":""2019-01-07T23:28:00.000Z"",""open"":6502.0,""high"":6502.0,""low"":6502.0,""close"":6502.0,""volume"":2.0},{""ts_event"":""2019-01-15T03:54:00.000Z"",""open"":6592.75,""high"":6592.75,""low"":6592.75,""close"":6592.75,""volume"":1.0},{""ts_event"":""2019-01-21T05:52:00.000Z"",""open"":6766.75,""high"":6766.75,""low"":6766.75,""close"":6766.75,""volume"":1.0},{""ts_event"":""2019-01-21T10:32:00.000Z"",""open"":6758.5,""high"":6758.5,""low"":6758.5,""close"":6758.5,""volume"":1.0},{""ts_event"":""2019-01-31T04:13:00.000Z"",""open"":6879.0,""high"":6879.0,""low"":6879.0,""close"":6879.0,""volume"":14.0}]"
WARN,NQ,2019,timestamp_gaps_gt_1min,raw timestamp gaps detected on duplicate-free timestamps; validate against session calendar before treating as missing data,663.0,"[{""ts_event"":""2019-01-02T21:30:00.000Z"",""prev_ts"":""2019-01-02T21:14:00.000"",""gap_minutes"":16.0,""market"":""NQ"",""year"":2019},{""ts_event"":""2019-01-02T23:00:00.000Z"",""prev_ts"":""2019-01-02T21:59:00.000"",""gap_minutes"":61.0,""market"":""NQ"",""year"":2019},{""ts_event"":""2019-01-03T21:30:00.000Z"",""prev_ts"":""2019-01-03T21:14:00.000"",""gap_minutes"":16.0,""market"":""NQ"",""year"":2019},{""ts_event"":""2019-01-03T23:00:00.000Z"",""prev_ts"":""2019-01-03T21:59:00.000"",""gap_minutes"":61.0,""market"":""NQ"",""year"":2019},{""ts_event"":""2019-01-04T21:30:00.000Z"",""prev_ts"":""2019-01-04T21:14:00.000"",""gap_minutes"":16.0,""market"":""NQ"",""year"":2019}]"
WARN,NQ,2019,volume_mad_z_gt_25,extreme volume spike,2194.0,"[{""ts_event"":""2019-01-02T14:30:00.000Z"",""open"":6210.25,""high"":6224.5,""low"":6205.5,""close"":6215.75,""volume"":3961.0},{""ts_event"":""2019-01-02T14:31:00.000Z"",""open"":6216.25,""high"":6236.0,""low"":6215.0,""close"":6231.0,""volume"":3340.0},{""ts_event"":""2019-01-02T14:33:00.000Z"",""open"":6232.0,""high"":6239.25,""low"":6226.5,""close"":6234.75,""volume"":3063.0},{""ts_event"":""2019-01-02T14:34:00.000Z"",""open"":6234.5,""high"":6242.5,""low"":6231.0,""close"":6235.75,""volume"":3326.0},{""ts_event"":""2019-01-02T14:35:00.000Z"",""open"":6236.0,""high"":6238.25,""low"":6222.0,""close"":6233.75,""volume"":4615.0}]"
WARN,NQ,2019,dollar_volume_mad_z_gt_25,extreme price*volume spike,2084.0,"[{""ts_event"":""2019-01-02T14:30:00.000Z"",""open"":6210.25,""high"":6224.5,""low"":6205.5,""close"":6215.75,""volume"":3961.0},{""ts_event"":""2019-01-02T14:35:00.000Z"",""open"":6236.0,""high"":6238.25,""low"":6222.0,""close"":6233.75,""volume"":4615.0},{""ts_event"":""2019-01-02T14:36:00.000Z"",""open"":6233.75,""high"":6248.5,""low"":6232.0,""close"":6246.5,""volume"":3754.0},{""ts_event"":""2019-01-02T15:09:00.000Z"",""open"":6279.75,""high"":6299.25,""low"":6279.75,""close"":6296.5,""volume"":3632.0},{""ts_event"":""2019-01-02T20:59:00.000Z"",""open"":6364.25,""high"":6380.0,""low"":6364.25,""close"":6373.25,""volume"":5450.0}]"
WARN,NQ,2020,zero_range,high == low bars,1348.0,"[{""ts_event"":""2020-01-02T00:07:00.000Z"",""open"":8775.75,""high"":8775.75,""low"":8775.75,""close"":8775.75,""volume"":9.0},{""ts_event"":""2020-01-02T00:37:00.000Z"",""open"":8779.25,""high"":8779.25,""low"":8779.25,""close"":8779.25,""volume"":3.0},{""ts_event"":""2020-01-02T02:28:00.000Z"",""open"":8784.75,""high"":8784.75,""low"":8784.75,""close"":8784.75,""volume"":16.0},{""ts_event"":""2020-01-02T02:51:00.000Z"",""open"":8785.25,""high"":8785.25,""low"":8785.25,""close"":8785.25,""volume"":9.0},{""ts_event"":""2020-01-02T02:55:00.000Z"",""open"":8785.75,""high"":8785.75,""low"":8785.75,""close"":8785.75,""volume"":10.0}]"
WARN,NQ,2020,timestamp_gaps_gt_1min,raw timestamp gaps detected on duplicate-free timestamps; validate against session calendar before treating as missing data,978.0,"[{""ts_event"":""2020-01-02T04:39:00.000Z"",""prev_ts"":""2020-01-02T04:37:00.000"",""gap_minutes"":2.0,""market"":""NQ"",""year"":2020},{""ts_event"":""2020-01-02T21:30:00.000Z"",""prev_ts"":""2020-01-02T21:14:00.000"",""gap_minutes"":16.0,""market"":""NQ"",""year"":2020},{""ts_event"":""2020-01-02T23:00:00.000Z"",""prev_ts"":""2020-01-02T21:59:00.000"",""gap_minutes"":61.0,""market"":""NQ"",""year"":2020},{""ts_event"":""2020-01-03T21:30:00.000Z"",""prev_ts"":""2020-01-03T21:14:00.000"",""gap_minutes"":16.0,""market"":""NQ"",""year"":2020},{""ts_event"":""2020-01-05T23:00:00.000Z"",""prev_ts"":""2020-01-03T21:59:00.000"",""gap_minutes"":2941.0,""market"":""NQ"",""year"":2020}]"
WARN,NQ,2020,abs_close_return_gt_2pct,large 1-minute close-to-close move,6.0,"[{""ts_event"":""2020-03-03T15:00:00.000Z"",""open"":8780.25,""high"":8978.0,""low"":8775.5,""close"":8972.0,""volume"":8318.0},{""ts_event"":""2020-03-08T22:00:00.000Z"",""open"":8369.0,""high"":8375.0,""low"":8271.75,""close"":8278.5,""volume"":1868.0},{""ts_event"":""2020-03-09T13:30:00.000Z"",""open"":7973.0,""high"":7973.5,""low"":7922.75,""close"":7922.75,""volume"":982.0},{""ts_event"":""2020-03-16T13:30:00.000Z"",""open"":7396.25,""high"":7396.25,""low"":7396.25,""close"":7396.25,""volume"":63.0},{""ts_event"":""2020-03-16T13:45:00.000Z"",""open"":7229.0,""high"":7236.25,""low"":7023.0,""close"":7095.25,""volume"":1103.0}]"
WARN,NQ,2020,hl_range_gt_2pct,large 1-minute high-low range,2.0,"[{""ts_event"":""2020-03-03T15:00:00.000Z"",""open"":8780.25,""high"":8978.0,""low"":8775.5,""close"":8972.0,""volume"":8318.0},{""ts_event"":""2020-03-16T13:45:00.000Z"",""open"":7229.0,""high"":7236.25,""low"":7023.0,""close"":7095.25,""volume"":1103.0}]"
WARN,NQ,2020,volume_mad_z_gt_25,extreme volume spike,744.0,"[{""ts_event"":""2020-01-02T14:30:00.000Z"",""open"":8821.25,""high"":8828.0,""low"":8818.25,""close"":8826.0,""volume"":4182.0},{""ts_event"":""2020-01-02T14:35:00.000Z"",""open"":8834.5,""high"":8845.75,""low"":8834.25,""close"":8842.25,""volume"":4758.0},{""ts_event"":""2020-01-02T20:59:00.000Z"",""open"":8884.25,""high"":8889.5,""low"":8882.25,""close"":8889.0,""volume"":6682.0},{""ts_event"":""2020-01-03T14:30:00.000Z"",""open"":8772.0,""high"":8793.5,""low"":8770.5,""close"":8791.5,""volume"":5818.0},{""ts_event"":""2020-01-03T14:31:00.000Z"",""open"":8791.25,""high"":8809.75,""low"":8790.0,""close"":8807.5,""volume"":6984.0}]"
WARN,NQ,2020,dollar_volume_mad_z_gt_25,extreme price*volume spike,862.0,"[{""ts_event"":""2020-01-02T14:35:00.000Z"",""open"":8834.5,""high"":8845.75,""low"":8834.25,""close"":8842.25,""volume"":4758.0},{""ts_event"":""2020-01-02T20:59:00.000Z"",""open"":8884.25,""high"":8889.5,""low"":8882.25,""close"":8889.0,""volume"":6682.0},{""ts_event"":""2020-01-03T14:30:00.000Z"",""open"":8772.0,""high"":8793.5,""low"":8770.5,""close"":8791.5,""volume"":5818.0},{""ts_event"":""2020-01-03T14:31:00.000Z"",""open"":8791.25,""high"":8809.75,""low"":8790.0,""close"":8807.5,""volume"":6984.0},{""ts_event"":""2020-01-03T14:32:00.000Z"",""open"":8807.25,""high"":8814.25,""low"":8801.25,""close"":8811.0,""volume"":4668.0}]"
WARN,NQ,2021,zero_range,high == low bars,569.0,"[{""ts_event"":""2021-01-08T05:43:00.000Z"",""open"":12965.5,""high"":12965.5,""low"":12965.5,""close"":12965.5,""volume"":1.0},{""ts_event"":""2021-01-12T23:54:00.000Z"",""open"":12889.25,""high"":12889.25,""low"":12889.25,""close"":12889.25,""volume"":3.0},{""ts_event"":""2021-01-14T06:58:00.000Z"",""open"":12956.75,""high"":12956.75,""low"":12956.75,""close"":12956.75,""volume"":1.0},{""ts_event"":""2021-01-14T12:14:00.000Z"",""open"":12965.0,""high"":12965.0,""low"":12965.0,""close"":12965.0,""volume"":7.0},{""ts_event"":""2021-01-18T04:40:00.000Z"",""open"":12764.25,""high"":12764.25,""low"":12764.25,""close"":12764.25,""volume"":2.0}]"
WARN,NQ,2021,timestamp_gaps_gt_1min,raw timestamp gaps detected on duplicate-free timestamps; validate against session calendar before treating as missing data,457.0,"[{""ts_event"":""2021-01-04T21:30:00.000Z"",""prev_ts"":""2021-01-04T21:14:00.000"",""gap_minutes"":16.0,""market"":""NQ"",""year"":2021},{""ts_event"":""2021-01-04T23:00:00.000Z"",""prev_ts"":""2021-01-04T21:59:00.000"",""gap_minutes"":61.0,""market"":""NQ"",""year"":2021},{""ts_event"":""2021-01-05T21:30:00.000Z"",""prev_ts"":""2021-01-05T21:14:00.000"",""gap_minutes"":16.0,""market"":""NQ"",""year"":2021},{""ts_event"":""2021-01-05T23:00:00.000Z"",""prev_ts"":""2021-01-05T21:59:00.000"",""gap_minutes"":61.0,""market"":""NQ"",""year"":2021},{""ts_event"":""2021-01-06T21:30:00.000Z"",""prev_ts"":""2021-01-06T21:14:00.000"",""gap_minutes"":16.0,""market"":""NQ"",""year"":2021}]"
WARN,NQ,2021,volume_mad_z_gt_25,extreme volume spike,2279.0,"[{""ts_event"":""2021-01-04T14:30:00.000Z"",""open"":12933.75,""high"":12941.25,""low"":12915.25,""close"":12916.25,""volume"":4785.0},{""ts_event"":""2021-01-04T14:31:00.000Z"",""open"":12916.25,""high"":12923.0,""low"":12909.0,""close"":12917.5,""volume"":3328.0},{""ts_event"":""2021-01-04T14:33:00.000Z"",""open"":12908.75,""high"":12909.25,""low"":12896.25,""close"":12900.25,""volume"":3301.0},{""ts_event"":""2021-01-04T14:40:00.000Z"",""open"":12869.75,""high"":12875.75,""low"":12858.25,""close"":12867.75,""volume"":3349.0},{""ts_event"":""2021-01-04T15:45:00.000Z"",""open"":12867.25,""high"":12867.5,""low"":12830.0,""close"":12830.5,""volume"":4776.0}]"
WARN,NQ,2021,dollar_volume_mad_z_gt_25,extreme price*volume spike,2414.0,"[{""ts_event"":""2021-01-04T14:30:00.000Z"",""open"":12933.75,""high"":12941.25,""low"":12915.25,""close"":12916.25,""volume"":4785.0},{""ts_event"":""2021-01-04T15:45:00.000Z"",""open"":12867.25,""high"":12867.5,""low"":12830.0,""close"":12830.5,""volume"":4776.0},{""ts_event"":""2021-01-04T15:53:00.000Z"",""open"":12805.75,""high"":12812.0,""low"":12786.0,""close"":12786.75,""volume"":3893.0},{""ts_event"":""2021-01-04T16:04:00.000Z"",""open"":12734.0,""high"":12736.25,""low"":12711.5,""close"":12725.0,""volume"":5289.0},{""ts_event"":""2021-01-04T16:07:00.000Z"",""open"":12703.5,""high"":12717.0,""low"":12687.25,""close"":12693.75,""volume"":4003.0}]"
WARN,NQ,2022,zero_range,high == low bars,143.0,"[{""ts_event"":""2022-01-04T03:38:00.000Z"",""open"":16502.5,""high"":16502.5,""low"":16502.5,""close"":16502.5,""volume"":1.0},{""ts_event"":""2022-01-04T04:02:00.000Z"",""open"":16502.75,""high"":16502.75,""low"":16502.75,""close"":16502.75,""volume"":3.0},{""ts_event"":""2022-01-04T04:11:00.000Z"",""open"":16500.75,""high"":16500.75,""low"":16500.75,""close"":16500.75,""volume"":2.0},{""ts_event"":""2022-01-04T07:40:00.000Z"",""open"":16527.0,""high"":16527.0,""low"":16527.0,""close"":16527.0,""volume"":7.0},{""ts_event"":""2022-02-01T03:08:00.000Z"",""open"":14843.0,""high"":14843.0,""low"":14843.0,""close"":14843.0,""volume"":2.0}]"
WARN,NQ,2022,timestamp_gaps_gt_1min,raw timestamp gaps detected on duplicate-free timestamps; validate against session calendar before treating as missing data,280.0,"[{""ts_event"":""2022-01-03T23:00:00.000Z"",""prev_ts"":""2022-01-03T21:59:00.000"",""gap_minutes"":61.0,""market"":""NQ"",""year"":2022},{""ts_event"":""2022-01-04T04:14:00.000Z"",""prev_ts"":""2022-01-04T04:12:00.000"",""gap_minutes"":2.0,""market"":""NQ"",""year"":2022},{""ts_event"":""2022-01-04T04:19:00.000Z"",""prev_ts"":""2022-01-04T04:17:00.000"",""gap_minutes"":2.0,""market"":""NQ"",""year"":2022},{""ts_event"":""2022-01-04T23:00:00.000Z"",""prev_ts"":""2022-01-04T21:59:00.000"",""gap_minutes"":61.0,""market"":""NQ"",""year"":2022},{""ts_event"":""2022-01-05T23:00:00.000Z"",""prev_ts"":""2022-01-05T21:59:00.000"",""gap_minutes"":61.0,""market"":""NQ"",""year"":2022}]"
WARN,NQ,2022,abs_close_return_gt_2pct,large 1-minute close-to-close move,5.0,"[{""ts_event"":""2022-02-27T23:00:00.000Z"",""open"":13900.25,""high"":13900.25,""low"":13713.0,""close"":13754.25,""volume"":1697.0},{""ts_event"":""2022-07-13T12:30:00.000Z"",""open"":11925.0,""high"":11929.25,""low"":11575.0,""close"":11608.75,""volume"":8711.0},{""ts_event"":""2022-09-13T12:30:00.000Z"",""open"":12846.75,""high"":12889.0,""low"":12555.5,""close"":12556.75,""volume"":4412.0},{""ts_event"":""2022-10-13T12:30:00.000Z"",""open"":10920.0,""high"":10932.5,""low"":10550.0,""close"":10553.25,""volume"":11617.0},{""ts_event"":""2022-11-10T13:30:00.000Z"",""open"":10877.75,""high"":11260.0,""low"":10808.0,""close"":11163.75,""volume"":10013.0}]"
WARN,NQ,2022,hl_range_gt_2pct,large 1-minute high-low range,7.0,"[{""ts_event"":""2022-07-13T12:30:00.000Z"",""open"":11925.0,""high"":11929.25,""low"":11575.0,""close"":11608.75,""volume"":8711.0},{""ts_event"":""2022-09-13T12:30:00.000Z"",""open"":12846.75,""high"":12889.0,""low"":12555.5,""close"":12556.75,""volume"":4412.0},{""ts_event"":""2022-10-13T12:30:00.000Z"",""open"":10920.0,""high"":10932.5,""low"":10550.0,""close"":10553.25,""volume"":11617.0},{""ts_event"":""2022-11-10T13:30:00.000Z"",""open"":10877.75,""high"":11260.0,""low"":10808.0,""close"":11163.75,""volume"":10013.0},{""ts_event"":""2022-12-02T13:30:00.000Z"",""open"":12031.5,""high"":12035.75,""low"":11795.0,""close"":11800.25,""volume"":7968.0}]"
WARN,NQ,2022,volume_mad_z_gt_25,extreme volume spike,1090.0,"[{""ts_event"":""2022-01-03T14:30:00.000Z"",""open"":16383.0,""high"":16412.75,""low"":16378.25,""close"":16406.5,""volume"":6058.0},{""ts_event"":""2022-01-03T14:37:00.000Z"",""open"":16447.25,""high"":16484.75,""low"":16445.5,""close"":16477.75,""volume"":4746.0},{""ts_event"":""2022-01-03T14:48:00.000Z"",""open"":16379.25,""high"":16383.75,""low"":16348.0,""close"":16359.0,""volume"":5069.0},{""ts_event"":""2022-01-03T14:50:00.000Z"",""open"":16348.5,""high"":16354.75,""low"":16297.25,""close"":16319.5,""volume"":6031.0},{""ts_event"":""2022-01-03T20:59:00.000Z"",""open"":16477.0,""high"":16490.25,""low"":16473.75,""close"":16489.0,""volume"":7738.0}]"
WARN,NQ,2022,dollar_volume_mad_z_gt_25,extreme price*volume spike,1145.0,"[{""ts_event"":""2022-01-03T14:30:00.000Z"",""open"":16383.0,""high"":16412.75,""low"":16378.25,""close"":16406.5,""volume"":6058.0},{""ts_event"":""2022-01-03T14:31:00.000Z"",""open"":16405.75,""high"":16438.5,""low"":16397.75,""close"":16427.75,""volume"":4260.0},{""ts_event"":""2022-01-03T14:37:00.000Z"",""open"":16447.25,""high"":16484.75,""low"":16445.5,""close"":16477.75,""volume"":4746.0},{""ts_event"":""2022-01-03T14:47:00.000Z"",""open"":16412.5,""high"":16413.0,""low"":16376.0,""close"":16379.5,""volume"":4487.0},{""ts_event"":""2022-01-03T14:48:00.000Z"",""open"":16379.25,""high"":16383.75,""low"":16348.0,""close"":16359.0,""volume"":5069.0}]"
WARN,NQ,2023,zero_range,high == low bars,399.0,"[{""ts_event"":""2023-01-05T04:50:00.000Z"",""open"":10983.0,""high"":10983.0,""low"":10983.0,""close"":10983.0,""volume"":1.0},{""ts_event"":""2023-01-09T04:06:00.000Z"",""open"":11147.75,""high"":11147.75,""low"":11147.75,""close"":11147.75,""volume"":1.0},{""ts_event"":""2023-01-11T04:56:00.000Z"",""open"":11276.0,""high"":11276.0,""low"":11276.0,""close"":11276.0,""volume"":5.0},{""ts_event"":""2023-01-12T04:04:00.000Z"",""open"":11470.25,""high"":11470.25,""low"":11470.25,""close"":11470.25,""volume"":6.0},{""ts_event"":""2023-01-12T04:48:00.000Z"",""open"":11473.25,""high"":11473.25,""low"":11473.25,""close"":11473.25,""volume"":1.0}]"
