market,year,path,rows,first_ts,last_ts,duplicate_ts,gap_count_gt_1min,zero_volume,zero_range,stale_close_run_max,close_min,close_max,volume_sum
YM,2026,/workspaces/quant_project/data/raw/YM/2026.parquet,108833,2026-01-01 23:00:00+00:00,2026-05-14 23:59:00+00:00,0,11874,0,50527,31,111.75,118.9375,43718289.0
ZB,2010,/workspaces/quant_project/data/raw/ZB/2010.parquet,163159,2010-06-07 00:00:00+00:00,2010-12-31 18:14:00+00:00,0,19039,0,68821,28,118.6875,136.9375,38996142.0
ZB,2011,/workspaces/quant_project/data/raw/ZB/2011.parquet,284719,2011-01-02 23:30:00+00:00,2011-12-30 21:59:00+00:00,0,31745,0,114698,44,116.84375,146.90625,76474456.0
ZB,2012,/workspaces/quant_project/data/raw/ZB/2012.parquet,287930,2012-01-03 11:00:00+00:00,2012-12-31 21:59:00+00:00,0,33258,0,122885,30,135.1875,153.34375,76818932.0
ZB,2013,/workspaces/quant_project/data/raw/ZB/2013.parquet,275591,2013-01-02 11:00:00+00:00,2013-12-31 21:59:00+00:00,0,33901,0,124947,52,127.71875,149.625,83257652.0
ZB,2014,/workspaces/quant_project/data/raw/ZB/2014.parquet,260656,2014-01-02 11:00:00+00:00,2014-12-31 21:59:00+00:00,0,37539,0,128981,33,127.875,147.78125,76367077.0
ZB,2015,/workspaces/quant_project/data/raw/ZB/2015.parquet,295145,2015-01-01 23:00:00+00:00,2015-12-31 21:59:00+00:00,0,28345,0,108405,35,143.78125,166.75,60467125.0
ZB,2016,/workspaces/quant_project/data/raw/ZB/2016.parquet,307116,2016-01-03 23:00:00+00:00,2016-12-30 21:59:00+00:00,0,25754,0,113872,27,147.15625,177.34375,57753224.0
ZB,2017,/workspaces/quant_project/data/raw/ZB/2017.parquet,289287,2017-01-02 23:00:00+00:00,2017-12-29 21:59:00+00:00,0,32660,0,137366,65,145.8125,158.25,58668782.0
ZB,2018,/workspaces/quant_project/data/raw/ZB/2018.parquet,291093,2018-01-01 23:00:00+00:00,2018-12-31 21:59:00+00:00,0,30384,0,142776,102,136.53125,152.90625,74530852.0
ZB,2019,/workspaces/quant_project/data/raw/ZB/2019.parquet,302595,2019-01-01 23:00:00+00:00,2019-12-31 21:59:00+00:00,0,28069,0,147352,98,143.53125,167.53125,67681033.0
ZB,2020,/workspaces/quant_project/data/raw/ZB/2020.parquet,317482,2020-01-01 23:00:00+00:00,2020-12-31 21:59:00+00:00,0,22505,0,130985,55,155.1875,191.46875,71019055.0
ZB,2021,/workspaces/quant_project/data/raw/ZB/2021.parquet,320258,2021-01-03 23:00:00+00:00,2021-12-31 21:59:00+00:00,0,21798,0,139673,61,153.25,173.3125,87686329.0
ZB,2022,/workspaces/quant_project/data/raw/ZB/2022.parquet,326216,2022-01-02 23:00:00+00:00,2022-12-30 21:59:00+00:00,0,19089,0,119805,30,117.625,160.25,74555362.0
ZB,2023,/workspaces/quant_project/data/raw/ZB/2023.parquet,312037,2023-01-02 23:00:00+00:00,2023-12-29 21:59:00+00:00,0,26604,0,134732,32,107.15625,134.4375,86163431.0
ZB,2024,/workspaces/quant_project/data/raw/ZB/2024.parquet,305812,2024-01-01 23:00:00+00:00,2024-12-31 21:59:00+00:00,0,30588,0,141072,31,112.875,127.59375,102569142.0
ZB,2025,/workspaces/quant_project/data/raw/ZB/2025.parquet,294375,2025-01-01 23:00:00+00:00,2025-12-31 21:59:00+00:00,0,32262,0,133523,67,110.0625,122.0,97460665.0
ZB,2026,/workspaces/quant_project/data/raw/ZB/2026.parquet,108833,2026-01-01 23:00:00+00:00,2026-05-14 23:59:00+00:00,0,11874,0,50527,31,111.75,118.9375,43718289.0
ZC,2010,/workspaces/quant_project/data/raw/ZC/2010.parquet,105835,2010-06-07 00:01:00+00:00,2010-12-31 17:59:00+00:00,0,19503,0,42652,88,325.0,629.75,20496664.0
ZC,2011,/workspaces/quant_project/data/raw/ZC/2011.parquet,199238,2011-01-03 00:00:00+00:00,2011-12-30 19:15:00+00:00,0,30566,0,72481,214,572.5,798.75,36906909.0
ZC,2012,/workspaces/quant_project/data/raw/ZC/2012.parquet,230342,2012-01-03 15:30:00+00:00,2012-12-31 19:59:00+00:00,0,32237,0,79576,239,546.5,843.5,35462107.0
ZC,2013,/workspaces/quant_project/data/raw/ZC/2013.parquet,197866,2013-01-02 15:30:00+00:00,2013-12-31 19:14:00+00:00,0,34365,0,74182,153,410.75,746.0,30049192.0
ZC,2014,/workspaces/quant_project/data/raw/ZC/2014.parquet,175710,2014-01-02 14:30:00+00:00,2014-12-31 19:14:00+00:00,0,33544,0,69074,36,318.25,521.75,33121151.0
ZC,2015,/workspaces/quant_project/data/raw/ZC/2015.parquet,182359,2015-01-02 14:30:00+00:00,2015-12-31 19:19:00+00:00,0,32746,0,76666,49,347.0,454.25,40076785.0
ZC,2016,/workspaces/quant_project/data/raw/ZC/2016.parquet,183656,2016-01-04 01:00:00+00:00,2016-12-30 19:19:00+00:00,0,31836,0,77865,42,315.0,439.0,29800784.0
ZC,2017,/workspaces/quant_project/data/raw/ZC/2017.parquet,190348,2017-01-03 01:00:00+00:00,2017-12-29 19:19:00+00:00,0,30817,0,84329,63,335.75,417.25,30021575.0
ZC,2018,/workspaces/quant_project/data/raw/ZC/2018.parquet,176965,2018-01-02 14:30:00+00:00,2018-12-31 19:19:00+00:00,0,32891,0,78139,71,339.25,412.0,29714361.0
ZC,2019,/workspaces/quant_project/data/raw/ZC/2019.parquet,188301,2019-01-02 14:30:00+00:00,2019-12-31 19:19:00+00:00,0,29983,0,81957,154,343.25,464.75,29815327.0
ZC,2020,/workspaces/quant_project/data/raw/ZC/2020.parquet,209069,2020-01-02 14:30:00+00:00,2020-12-31 19:19:00+00:00,0,28654,0,92989,102,301.25,485.75,27219287.0
ZC,2021,/workspaces/quant_project/data/raw/ZC/2021.parquet,239474,2021-01-04 01:00:00+00:00,2021-12-31 19:19:00+00:00,0,17351,0,80795,173,480.25,734.75,27297183.0
ZC,2022,/workspaces/quant_project/data/raw/ZC/2022.parquet,231953,2022-01-03 01:00:00+00:00,2022-12-30 19:19:00+00:00,0,21499,0,78522,229,562.5,824.25,22520444.0
ZC,2023,/workspaces/quant_project/data/raw/ZC/2023.parquet,213492,2023-01-03 14:30:00+00:00,2023-12-29 19:19:00+00:00,0,28571,0,82256,30,450.25,688.5,25193037.0
ZC,2024,/workspaces/quant_project/data/raw/ZC/2024.parquet,198626,2024-01-02 14:30:00+00:00,2024-12-31 19:19:00+00:00,0,33990,0,88036,36,385.0,475.5,30070891.0
ZC,2025,/workspaces/quant_project/data/raw/ZC/2025.parquet,196689,2025-01-02 14:30:00+00:00,2025-12-31 19:19:00+00:00,0,31501,0,82001,25,387.75,504.75,30522757.0
ZC,2026,/workspaces/quant_project/data/raw/ZC/2026.parquet,74415,2026-01-02 14:30:00+00:00,2026-05-14 18:19:00+00:00,0,10832,0,29881,38,417.75,487.25,12288434.0
ZN,2010,/workspaces/quant_project/data/raw/ZN/2010.parquet,178014,2010-06-07 00:00:00+00:00,2010-12-31 18:14:00+00:00,0,12833,0,57532,34,118.5625,128.015625,144861599.0
ZN,2011,/workspaces/quant_project/data/raw/ZN/2011.parquet,314252,2011-01-02 23:30:00+00:00,2011-12-30 21:59:00+00:00,0,20411,0,95460,42,117.6875,131.875,268847843.0
ZN,2012,/workspaces/quant_project/data/raw/ZN/2012.parquet,307723,2012-01-03 11:00:00+00:00,2012-12-31 21:59:00+00:00,0,25610,0,108352,48,127.75,135.8125,220679382.0
ZN,2013,/workspaces/quant_project/data/raw/ZN/2013.parquet,301965,2013-01-02 11:00:00+00:00,2013-12-31 21:59:00+00:00,0,24933,0,104949,71,122.21875,133.765625,270630635.0
ZN,2014,/workspaces/quant_project/data/raw/ZN/2014.parquet,297375,2014-01-02 11:00:00+00:00,2014-12-31 21:59:00+00:00,0,26669,0,108700,49,122.828125,130.359375,279360681.0
ZN,2015,/workspaces/quant_project/data/raw/ZN/2015.parquet,314208,2015-01-01 23:00:00+00:00,2015-12-31 21:59:00+00:00,0,22059,0,103241,69,124.46875,131.171875,267014623.0
ZN,2016,/workspaces/quant_project/data/raw/ZN/2016.parquet,321285,2016-01-03 23:00:00+00:00,2016-12-30 21:59:00+00:00,0,18797,0,98261,45,122.453125,134.21875,279148356.0
ZN,2017,/workspaces/quant_project/data/raw/ZN/2017.parquet,314944,2017-01-02 23:00:00+00:00,2017-12-29 21:59:00+00:00,0,21882,0,112349,74,122.640625,127.875,290981446.0
ZN,2018,/workspaces/quant_project/data/raw/ZN/2018.parquet,314609,2018-01-01 23:00:00+00:00,2018-12-31 21:59:00+00:00,0,21111,0,114271,77,117.421875,124.0,358105293.0
ZN,2019,/workspaces/quant_project/data/raw/ZN/2019.parquet,324266,2019-01-01 23:00:00+00:00,2019-12-31 21:59:00+00:00,0,18506,0,111863,82,121.078125,132.40625,346624981.0
ZN,2020,/workspaces/quant_project/data/raw/ZN/2020.parquet,329825,2020-01-01 23:00:00+00:00,2020-12-31 21:59:00+00:00,0,15370,0,103076,50,128.15625,140.71875,315466609.0
ZN,2021,/workspaces/quant_project/data/raw/ZN/2021.parquet,337147,2021-01-03 23:00:00+00:00,2021-12-31 21:59:00+00:00,0,12347,0,103892,103,129.515625,138.15625,366092447.0
ZN,2022,/workspaces/quant_project/data/raw/ZN/2022.parquet,343386,2022-01-02 23:00:00+00:00,2022-12-30 21:59:00+00:00,0,8810,0,81324,24,108.84375,130.34375,363975037.0
ZN,2023,/workspaces/quant_project/data/raw/ZN/2023.parquet,335711,2023-01-02 23:00:00+00:00,2023-12-29 21:59:00+00:00,0,13291,0,88979,40,105.359375,117.03125,374101411.0
ZN,2024,/workspaces/quant_project/data/raw/ZN/2024.parquet,333602,2024-01-01 23:00:00+00:00,2024-12-31 21:59:00+00:00,0,15492,0,92604,34,107.15625,115.734375,449380995.0
ZN,2025,/workspaces/quant_project/data/raw/ZN/2025.parquet,324605,2025-01-01 23:00:00+00:00,2025-12-31 21:59:00+00:00,0,18508,0,91413,66,107.203125,114.203125,413438273.0
ZN,2026,/workspaces/quant_project/data/raw/ZN/2026.parquet,120629,2026-01-01 23:00:00+00:00,2026-05-14 23:59:00+00:00,0,6626,0,35378,37,109.765625,114.0625,184695684.0
